accepted_name,region_id,region_eco
Caesalpinia paipai var. pubens,DCT,Desierto Cálido Tropical
Calliandra chotanoana,Sin datos,Sin datos
Calliandra decrescens,BHA,Bosques Húmedos Amazónicos
Calliandra expansa,MA,Mesoandina
Calliandra prostrata,Sin datos,Sin datos
Calliandra rotundifolia,BHA,Bosques Húmedos Amazónicos
Calliandra tumbeziana,MDE,Matorral Desértico
Canavalia wurdackii,BMHM,Bosques Muy Húmedos Montanos
Centrosema latidens,BHA,Bosques Húmedos Amazónicos
Chaetocalyx longiloba,BS,Bosques Secos
Chaetocalyx platycarpa,Sin datos,Sin datos
Chamaecrista glandulosa var. balsasana,BS,Bosques Secos
Clitoria flexuosa var. flexuosa,BHA,Bosques Húmedos Amazónicos
Clitoria flexuosa var. brevibracteola,BHA,Bosques Húmedos Amazónicos
Clitoria javitensis var. longiloba,BHA,Bosques Húmedos Amazónicos
Clitoria juninensis,BMHP,Bosques Muy Húmedos Premontanos
Clitoria moyobambensis,BMHP,Bosques Muy Húmedos Premontanos
Clitoria woytkowskii,BHA,Bosques Húmedos Amazónicos
Cojoba chazutensis,BMHP,Bosques Muy Húmedos Premontanos
Cojoba chazutensis,BHA,Bosques Húmedos Amazónicos
Coursetia cajamarcana,MDE,Matorral Desértico
Coursetia cajamarcana,BS,Bosques Secos
Coursetia fruticosa,MDE,Matorral Desértico
Coursetia fruticosa,MA,Mesoandina
Coursetia maraniona,BS,Bosques Secos
Coursetia tumbezensis,MDE,Matorral Desértico
Dalbergia debilis,BHA,Bosques Húmedos Amazónicos
Dalbergia simpsonii,BHA,Bosques Húmedos Amazónicos
Dalea ayavacensis var. viridescens,BMHM,Bosques Muy Húmedos Montanos
Dalea carthagenensis var. trichocalyx,Sin datos,Sin datos
Dalea cylindrica var. haenkeana,MA,Mesoandina
Dalea cylindrica var. sulfurea,MA,Mesoandina
Dalea fieldii,Sin datos,Sin datos
Dalea galbina,MA,Mesoandina
Dalea glumacea,MA,Mesoandina
Dalea isidori,MA,Mesoandina
Dalea moquehuana,MDE,Matorral Desértico
Dalea pennellii var. pennellii,Sin datos,Sin datos
Dalea smithii,MA,Mesoandina
Dalea strobilacea,MA,Mesoandina
Dalea tridactylites,MDE,Matorral Desértico
Dalea tridactylites,MA,Mesoandina
Dalea weberbaueri var. sericophylla,MA,Mesoandina
Dalea weberbaueri var. weberbaueri,MA,Mesoandina
Desmodium delotum,BMHP,Bosques Muy Húmedos Premontanos
Desmodium micranthum var. micranthum,MDE,Matorral Desértico
Desmodium micranthum var. macbridei,DCT,Desierto Cálido Tropical
Desmodium vargasianum var. vargasianum,Sin datos,Sin datos
Desmodium vargasianum var. arcuatum,MDE,Matorral Desértico
Dimorphandra loretensis,BHA,Bosques Húmedos Amazónicos
Dipteryx charapilla,BHA,Bosques Húmedos Amazónicos
Dussia foxii,Sin datos,Sin datos
Galactia augusti var. celendinensis,MA,Mesoandina
Galactia fiebrigiana var. pedicellata,Sin datos,Sin datos
Galactia killipiana,BMHP,Bosques Muy Húmedos Premontanos
Hoffmannseggia miranda,DST,Desierto Semicálido Tropical
Hoffmannseggia viscosa var. egena,MA,Mesoandina
Inga augusti,BS,Bosques Secos
Inga cynometrifolia,BHA,Bosques Húmedos Amazónicos
Inga fosteriana,BHA,Bosques Húmedos Amazónicos
Inga gereauana,BHA,Bosques Húmedos Amazónicos
Inga killipiana,BMHP,Bosques Muy Húmedos Premontanos
Inga lineata,BHA,Bosques Húmedos Amazónicos
Inga longipes,BHA,Bosques Húmedos Amazónicos
Inga maynensis,BHA,Bosques Húmedos Amazónicos
Inga megalobotrys,BHA,Bosques Húmedos Amazónicos
Inga pluricarpellata,BHA,Bosques Húmedos Amazónicos
Inga tenuicalyx,BS,Bosques Secos
Jacqueshuberia loretensis,BHA,Bosques Húmedos Amazónicos
Lecointea ovalifolia,Sin datos,Sin datos
Lupinus acopalcus,MA,Mesoandina
Lupinus acopalcus,PSH,Puna Húmeda y Seca
Lupinus adinoanthus,Sin datos,Sin datos
Lupinus albert-smithianus,BMHM,Bosques Muy Húmedos Montanos
Lupinus alibicolor,PSH,Puna Húmeda y Seca
Lupinus alimanens,Sin datos,Sin datos
Lupinus alinanus,PSH,Puna Húmeda y Seca
Lupinus amboensis,MA,Mesoandina
Lupinus ampaiensis,MA,Mesoandina
Lupinus andinus,AA,Altoandina
Lupinus antensis,MA,Mesoandina
Lupinus appositus,MA,Mesoandina
Lupinus arequipensis,DST,Desierto Semicálido Tropical
Lupinus arizelus,Sin datos,Sin datos
Lupinus asa-grayanus,PSH,Puna Húmeda y Seca
Lupinus asymbepus,MA,Mesoandina
Lupinus asymbepus,PAR,PAR
Lupinus austrobicolor,MA,Mesoandina
Lupinus austrosericeus,PSH,Puna Húmeda y Seca
Lupinus barbatilabius,MA,Mesoandina
Lupinus bi-inclinatus,PSH,Puna Húmeda y Seca
Lupinus bombycinocarpus,MA,Mesoandina
Lupinus brachypremnon,MA,Mesoandina
Lupinus brachypremnon,PSH,Puna Húmeda y Seca
Lupinus cachupatensis,MA,Mesoandina
Lupinus calcensis,MA,Mesoandina
Lupinus carazensis,PSH,Puna Húmeda y Seca
Lupinus carhuamayus,PSH,Puna Húmeda y Seca
Lupinus carlos-ochoae,MA,Mesoandina
Lupinus carpapaticus,MA,Mesoandina
Lupinus carpapaticus,BMHM,Bosques Muy Húmedos Montanos
Lupinus ccorilazensis,PSH,Puna Húmeda y Seca
Lupinus ccorilazensis,AA,Altoandina
Lupinus cesaranus,PSH,Puna Húmeda y Seca
Lupinus cesar-vargasii,BPM,Bosques Pluviales Montanos
Lupinus chachas,BPM,Bosques Pluviales Montanos
Lupinus chavanillensis,MA,Mesoandina
Lupinus chongos-bajous,MA,Mesoandina
Lupinus chongos-bajous,PSH,Puna Húmeda y Seca
Lupinus chrysanthus,PSH,Puna Húmeda y Seca
Lupinus chrysanthus,PAR,PAR
Lupinus chumbivilcensis,PSH,Puna Húmeda y Seca
Lupinus cochapatensis,MA,Mesoandina
Lupinus colcabambensis,MA,Mesoandina
Lupinus condensiflorus,PSH,Puna Húmeda y Seca
Lupinus convencionensis,BMHP,Bosques Muy Húmedos Premontanos
Lupinus cookianus,BMHM,Bosques Muy Húmedos Montanos
Lupinus cuzcensis,PSH,Puna Húmeda y Seca
Lupinus cuzcensis,AA,Altoandina
Lupinus cymboides,MA,Mesoandina
Lupinus cymboides,PSH,Puna Húmeda y Seca
Lupinus diasemus,MA,Mesoandina
Lupinus diasemus,PSH,Puna Húmeda y Seca
Lupinus disjunctus,BMHM,Bosques Muy Húmedos Montanos
Lupinus dorae var. paucoflorus,PSH,Puna Húmeda y Seca
Lupinus eanophyllus,BMHM,Bosques Muy Húmedos Montanos
Lupinus edysomatus,MA,Mesoandina
Lupinus edysomatus,BPM,Bosques Pluviales Montanos
Lupinus edysomatus,BMHM,Bosques Muy Húmedos Montanos
Lupinus egens,MA,Mesoandina
Lupinus ellsworthianus,MA,Mesoandina
Lupinus ellsworthianus,BMHM,Bosques Muy Húmedos Montanos
Lupinus espinarensis,PSH,Puna Húmeda y Seca
Lupinus exochus,MA,Mesoandina
Lupinus exochus,PSH,Puna Húmeda y Seca
Lupinus falsomutabilis,BMHM,Bosques Muy Húmedos Montanos
Lupinus falsoprostratus,MA,Mesoandina
Lupinus fieldii,AA,Altoandina
Lupinus francis-whittieri,BPM,Bosques Pluviales Montanos
Lupinus gaudichaudianus,DST,Desierto Semicálido Tropical
Lupinus gayanus,Sin datos,Sin datos
Lupinus goodspeedii,MA,Mesoandina
Lupinus grauensis,PSH,Puna Húmeda y Seca
Lupinus hamaticalyx,MA,Mesoandina
Lupinus hamaticalyx,BMHM,Bosques Muy Húmedos Montanos
Lupinus hautcarazensis,MA,Mesoandina
Lupinus herreranus,MA,Mesoandina
Lupinus hinkleyorum,MA,Mesoandina
Lupinus hortonianus,MA,Mesoandina
Lupinus huancayoensis,MA,Mesoandina
Lupinus huariacus,PSH,Puna Húmeda y Seca
Lupinus huaronensis var. huaronensis,PSH,Puna Húmeda y Seca
Lupinus huaronensis var. huaronensis,AA,Altoandina
Lupinus huaronensis var. pascoensis,PSH,Puna Húmeda y Seca
Lupinus inusitatus,PSH,Puna Húmeda y Seca
Lupinus james-westii,Sin datos,Sin datos
Lupinus jelskianus,MA,Mesoandina
Lupinus kalenbornorum,PSH,Puna Húmeda y Seca
Lupinus lechlerianus,PSH,Puna Húmeda y Seca
Lupinus ledigianus,PSH,Puna Húmeda y Seca
Lupinus lorenzensis,DST,Desierto Semicálido Tropical
Lupinus macbrideanus,MA,Mesoandina
Lupinus malacotrichus,Sin datos,Sin datos
Lupinus maleopinatus,MA,Mesoandina
Lupinus mantaroensis,MA,Mesoandina
Lupinus martinetianus,MDE,Matorral Desértico
Lupinus martinetianus,MA,Mesoandina
Lupinus matucanicus var. matucanicus,MDE,Matorral Desértico
Lupinus matucanicus var. fistulosus,DST,Desierto Semicálido Tropical
Lupinus misticola,PSH,Puna Húmeda y Seca
Lupinus misticola,PD,Puna Desértica
Lupinus mollendoensis,DST,Desierto Semicálido Tropical
Lupinus munzianus,MA,Mesoandina
Lupinus nehmadae,MA,Mesoandina
Lupinus neocotus,MA,Mesoandina
Lupinus notabilis,MA,Mesoandina
Lupinus ochoanus,MA,Mesoandina
Lupinus oquendoanus,Sin datos,Sin datos
Lupinus otuzcoensis,MA,Mesoandina
Lupinus pachitensis,MA,Mesoandina
Lupinus paruroensis,MA,Mesoandina
Lupinus paruroensis,PSH,Puna Húmeda y Seca
Lupinus paucartambensis,MA,Mesoandina
Lupinus paucartambensis,BPM,Bosques Pluviales Montanos
Lupinus perblandus,Sin datos,Sin datos
Lupinus peruvianus,MA,Mesoandina
Lupinus peruvianus,PSH,Puna Húmeda y Seca
Lupinus peruvianus,PAR,PAR
Lupinus pickeringii,PSH,Puna Húmeda y Seca
Lupinus pinguis,AA,Altoandina
Lupinus pipersmithianus,MA,Mesoandina
Lupinus pisacensis,PSH,Puna Húmeda y Seca
Lupinus piurensis,MA,Mesoandina
Lupinus platyptenus,BMHM,Bosques Muy Húmedos Montanos
Lupinus praealtus,MA,Mesoandina
Lupinus praestabilis,MA,Mesoandina
Lupinus praetermissus,MA,Mesoandina
Lupinus proculaustrinus,MA,Mesoandina
Lupinus pucapucensis,BPM,Bosques Pluviales Montanos
Lupinus pucapucensis,MA,Mesoandina
Lupinus puyupatensis,MA,Mesoandina
Lupinus quellomayus,PSH,Puna Húmeda y Seca
Lupinus romasanus,MA,Mesoandina
Lupinus romasanus,PSH,Puna Húmeda y Seca
Lupinus sandiensis,MA,Mesoandina
Lupinus sandiensis,BMHM,Bosques Muy Húmedos Montanos
Lupinus saxatilis,AA,Altoandina
Lupinus saxatilis,PSH,Puna Húmeda y Seca
Lupinus semiprostratus,PSH,Puna Húmeda y Seca
Lupinus semiprostratus,PAR,PAR
Lupinus semperflorens var. peruensis,MDE,Matorral Desértico
Lupinus semperflorens var. peruensis,MA,Mesoandina
Lupinus sericeolodix,PSH,Puna Húmeda y Seca
Lupinus soukupianus,PSH,Puna Húmeda y Seca
Lupinus staffordiae,Sin datos,Sin datos
Lupinus storkianus,Sin datos,Sin datos
Lupinus surcoensis,MA,Mesoandina
Lupinus syriggedes,MA,Mesoandina
Lupinus tarmaensis,BMHM,Bosques Muy Húmedos Montanos
Lupinus tayacajensis,MA,Mesoandina
Lupinus tetracercophorus,MA,Mesoandina
Lupinus toratensis,MA,Mesoandina
