accepted_name,region_id,region_eco
Votomita pubescens,BHA,Bosques Húmedos Amazónicos
Wurdastom dudleyi,BMHM,Bosques Muy Húmedos Montanos
Cedrela weberbaueri,MA,Mesoandina
Cedrela weberbaueri,BS,Bosques Secos
Guarea casimiriana,BHA,Bosques Húmedos Amazónicos
Trichilia ulei,BHA,Bosques Húmedos Amazónicos
Disciphania convolvulacea,BMHP,Bosques Muy Húmedos Premontanos
Odontocarya monandra,BMHP,Bosques Muy Húmedos Premontanos
Odontocarya monandra,BHA,Bosques Húmedos Amazónicos
Sciadotenia mathiasiana,BHA,Bosques Húmedos Amazónicos
Sciadotenia peruviana,BHA,Bosques Húmedos Amazónicos
Mollinedia simulans,BMHP,Bosques Muy Húmedos Premontanos
Mollinedia simulans,BHA,Bosques Húmedos Amazónicos
Siparuna vasqueziana,BMHP,Bosques Muy Húmedos Premontanos
Siparuna vasqueziana,BHA,Bosques Húmedos Amazónicos
Naucleopsis velutina,BHA,Bosques Húmedos Amazónicos
Perebea longepedunculata,BHA,Bosques Húmedos Amazónicos
Compsoneura diazii,BMHP,Bosques Muy Húmedos Premontanos
Virola weberbaueri,BMHP,Bosques Muy Húmedos Premontanos
Virola weberbaueri,BHA,Bosques Húmedos Amazónicos
Ardisia martinensis,BMHP,Bosques Muy Húmedos Premontanos
Ardisia nigrovirens,BHA,Bosques Húmedos Amazónicos
Cybianthus candamoensis,BHA,Bosques Húmedos Amazónicos
Cybianthus flavovirens,BMHP,Bosques Muy Húmedos Premontanos
Cybianthus flavovirens,BHA,Bosques Húmedos Amazónicos
Cybianthus fosteri,BMHP,Bosques Muy Húmedos Premontanos
Cybianthus grandezii,BHA,Bosques Húmedos Amazónicos
Cybianthus granulosus,BHA,Bosques Húmedos Amazónicos
Cybianthus huampamiensis,BHA,Bosques Húmedos Amazónicos
Cybianthus incognitus,BHA,Bosques Húmedos Amazónicos
Cybianthus jensonii,BHA,Bosques Húmedos Amazónicos
Cybianthus nanayensis,BHA,Bosques Húmedos Amazónicos
Cybianthus nestorii,BHA,Bosques Húmedos Amazónicos
Cybianthus pseudolongifolius,BHA,Bosques Húmedos Amazónicos
Cybianthus tayoensis,BMHP,Bosques Muy Húmedos Premontanos
Cybianthus vasquezii,BHA,Bosques Húmedos Amazónicos
Geissanthus spectabilis,BMHM,Bosques Muy Húmedos Montanos
Myrsine brevis,BPM,Bosques Pluviales Montanos
Myrsine bullata,BMHM,Bosques Muy Húmedos Montanos
Myrsine diazii,BMHM,Bosques Muy Húmedos Montanos
Myrsine dilloniana,BPM,Bosques Pluviales Montanos
Myrsine fosteri,BPM,Bosques Pluviales Montanos
Myrsine fosteri,BMHM,Bosques Muy Húmedos Montanos
Myrsine microdonta,MA,Mesoandina
Myrsine reynelii,MA,Mesoandina
Myrsine rivularis,BMHM,Bosques Muy Húmedos Montanos
Myrsine sessiliflora,MA,Mesoandina
Myrsine sessiliflora,BMHM,Bosques Muy Húmedos Montanos
Myrsine weberbaueri,BMHP,Bosques Muy Húmedos Premontanos
Myrsine youngii,BMHM,Bosques Muy Húmedos Montanos
Stylogyne aguarunana,BHA,Bosques Húmedos Amazónicos
Acca lanuginosa,MA,Mesoandina
Eugenia wurdackii,BHA,Bosques Húmedos Amazónicos
Calyptranthes crebra,BHA,Bosques Húmedos Amazónicos
Calyptranthes sessilis,BHA,Bosques Húmedos Amazónicos
Eugenia aerosa,BHA,Bosques Húmedos Amazónicos
Eugenia barbata,MA,Mesoandina
Eugenia barbata,BMHM,Bosques Muy Húmedos Montanos
Eugenia crucicalyx,BHA,Bosques Húmedos Amazónicos
Eugenia curvipilosa,MDE,Matorral Desértico
Eugenia discors,Sin datos,Sin datos
Eugenia hexovulata,BMHP,Bosques Muy Húmedos Premontanos
Eugenia longicuspis,BHA,Bosques Húmedos Amazónicos
Eugenia malpighioides,BMHP,Bosques Muy Húmedos Premontanos
Eugenia micranthoides,BHA,Bosques Húmedos Amazónicos
Eugenia polyadena,BHA,Bosques Húmedos Amazónicos
Eugenia quebradensis,MDE,Matorral Desértico
Eugenia quebradensis,MA,Mesoandina
Eugenia racemiflora,Sin datos,Sin datos
Eugenia scalariformis,BHA,Bosques Húmedos Amazónicos
Eugenia tenuimarginata,BHA,Bosques Húmedos Amazónicos
Eugenia tetrasticha,BHA,Bosques Húmedos Amazónicos
Eugenia ulei,BHA,Bosques Húmedos Amazónicos
Marlierea areolata,BHA,Bosques Húmedos Amazónicos
Marlierea imperfecta,BHA,Bosques Húmedos Amazónicos
Myrcia albobrunnea,BHA,Bosques Húmedos Amazónicos
Myrcia ambivalens,BHA,Bosques Húmedos Amazónicos
Myrcia atrorufa,BMHM,Bosques Muy Húmedos Montanos
Myrcia concava,BHA,Bosques Húmedos Amazónicos
Myrcia crassimarginata,BHA,Bosques Húmedos Amazónicos
Myrcia directa,BMHP,Bosques Muy Húmedos Premontanos
Myrcia madida,BHA,Bosques Húmedos Amazónicos
Myrcia pentagona,BHA,Bosques Húmedos Amazónicos
Myrcia splendens var. chrysocoma,BHA,Bosques Húmedos Amazónicos
Myrcianthes ferreyrae,DST,Desierto Semicálido Tropical
Myrcianthes lanosa,MA,Mesoandina
Myrcianthes oreophila,MA,Mesoandina
Myrcianthes oreophila,BPM,Bosques Pluviales Montanos
Myrcianthes quinqueloba,MA,Mesoandina
Myrteola acerosa,PAR,PAR
Myrteola acerosa,BPM,Bosques Pluviales Montanos
Plinia clausa,BHA,Bosques Húmedos Amazónicos
Psidium fulvum,Sin datos,Sin datos
Psidium rostratum,DCT,Desierto Cálido Tropical
Psidium rostratum,MDE,Matorral Desértico
Psidium rutidocarpum,BMHP,Bosques Muy Húmedos Premontanos
Boerhavia verbenaceae,DCT,Desierto Cálido Tropical
Boerhavia weberbaueri,DCT,Desierto Cálido Tropical
Mirabilis campanulata,MDE,Matorral Desértico
Mirabilis campanulata,MA,Mesoandina
Mirabilis weberbaueri,MDE,Matorral Desértico
Neea williamsii,BMHP,Bosques Muy Húmedos Premontanos
Neea williamsii,BHA,Bosques Húmedos Amazónicos
Ouratea megaphylla,BHA,Bosques Húmedos Amazónicos
Ouratea wallnoeferiana,BMHP,Bosques Muy Húmedos Premontanos
Perissocarpa ondox,BMHP,Bosques Muy Húmedos Premontanos
Aptandra caudata,BHA,Bosques Húmedos Amazónicos
Chionanthus wurdackii,BHA,Bosques Húmedos Amazónicos
Schrebera americana,MDE,Matorral Desértico
Fuchsia abrupta,BMHM,Bosques Muy Húmedos Montanos
Fuchsia austromontana,BPM,Bosques Pluviales Montanos
Fuchsia austromontana,BMHM,Bosques Muy Húmedos Montanos
Fuchsia ceracea,BMHM,Bosques Muy Húmedos Montanos
Fuchsia cestroides,BS,Bosques Secos
Fuchsia chloroloba,BMHM,Bosques Muy Húmedos Montanos
Fuchsia confertifolia,BMHM,Bosques Muy Húmedos Montanos
Fuchsia coriacifolia,BMHM,Bosques Muy Húmedos Montanos
Fuchsia ferreyrae,BMHM,Bosques Muy Húmedos Montanos
Fuchsia fontinalis,BMHM,Bosques Muy Húmedos Montanos
Fuchsia huanucoensis,BMHM,Bosques Muy Húmedos Montanos
Fuchsia inflata,BMHM,Bosques Muy Húmedos Montanos
Fuchsia llewelynii,BMHM,Bosques Muy Húmedos Montanos
Fuchsia macropetala,BMHM,Bosques Muy Húmedos Montanos
Fuchsia mathewsii,BPM,Bosques Pluviales Montanos
Fuchsia mathewsii,BMHM,Bosques Muy Húmedos Montanos
Fuchsia ovalis,BPM,Bosques Pluviales Montanos
Fuchsia ovalis,BMHM,Bosques Muy Húmedos Montanos
Fuchsia ovalis,BMHP,Bosques Muy Húmedos Premontanos
Fuchsia pachyrrhiza,MA,Mesoandina
Fuchsia pilosa,BMHM,Bosques Muy Húmedos Montanos
Fuchsia rivularis,BMHM,Bosques Muy Húmedos Montanos
Fuchsia sanmartina,BPM,Bosques Pluviales Montanos
Fuchsia sanmartina,BMHM,Bosques Muy Húmedos Montanos
Fuchsia simplicicaulis,BMHM,Bosques Muy Húmedos Montanos
Fuchsia tincta,BPM,Bosques Pluviales Montanos
Fuchsia tincta,BMHM,Bosques Muy Húmedos Montanos
Fuchsia vargasiana,BMHM,Bosques Muy Húmedos Montanos
Fuchsia wurdackii,BMHM,Bosques Muy Húmedos Montanos
Oenothera featherstonei,DST,Desierto Semicálido Tropical
Oenothera featherstonei,MDE,Matorral Desértico
Oenothera featherstonei,MA,Mesoandina
Acianthera carinata,BMHM,Bosques Muy Húmedos Montanos
Acianthera tokachii,BMHM,Bosques Muy Húmedos Montanos
Benzingia hajekii,BMHP,Bosques Muy Húmedos Premontanos
Benzingia jarae,BMHP,Bosques Muy Húmedos Premontanos
Ada bennettiorum,BMHM,Bosques Muy Húmedos Montanos
Ada bennettiorum,BMHP,Bosques Muy Húmedos Premontanos
Brassia davidii,BMHM,Bosques Muy Húmedos Montanos
Brassia rolandoi,BMHM,Bosques Muy Húmedos Montanos
Altensteinia elliptica,PSH,Puna Húmeda y Seca
Altensteinia longispicata,MA,Mesoandina
Altensteinia longispicata,PSH,Puna Húmeda y Seca
Anacheilium fuscum,BMHM,Bosques Muy Húmedos Montanos
Anacheilium fuscum,BPM,Bosques Pluviales Montanos
Stelis candida,BMHM,Bosques Muy Húmedos Montanos
Stelis candida,BPM,Bosques Pluviales Montanos
Ancipitia furcifera,BMHP,Bosques Muy Húmedos Premontanos
Baskervilla machupicchuensis,BPM,Bosques Pluviales Montanos
Batemannia wolteriana,BMHM,Bosques Muy Húmedos Montanos
Brachionidium arethusa,BPM,Bosques Pluviales Montanos
Brachionidium furfuraceum,BMHM,Bosques Muy Húmedos Montanos
Brachionidium gonzalesii,BMHM,Bosques Muy Húmedos Montanos
Brachionidium machupicchuense,BMHM,Bosques Muy Húmedos Montanos
Brachionidium quatuor,BMHM,Bosques Muy Húmedos Montanos
Brachionidium yanachagaensis,BMHM,Bosques Muy Húmedos Montanos
Brassia aurorae,BMHM,Bosques Muy Húmedos Montanos
Brassia cauliformis,BMHM,Bosques Muy Húmedos Montanos
Brassia filomenoi,Sin datos,Sin datos
Brassia koehlerorum,BMHP,Bosques Muy Húmedos Premontanos
Brassia pascoensis,BMHP,Bosques Muy Húmedos Premontanos
Brassia peruviana,MA,Mesoandina
Buchtienia rosea,BMHP,Bosques Muy Húmedos Premontanos
Buesiella suarezii,BPM,Bosques Pluviales Montanos
Bulbophyllum incarum,BMHM,Bosques Muy Húmedos Montanos
Bulbophyllum incarum,BMHP,Bosques Muy Húmedos Premontanos
Bulbophyllum machupicchuense,BMHM,Bosques Muy Húmedos Montanos
Bulbophyllum machupicchuense,BPM,Bosques Pluviales Montanos
Campylocentrum huebnerioides,BMHM,Bosques Muy Húmedos Montanos
Catasetum adremedium,BHA,Bosques Húmedos Amazónicos
Catasetum cotylicheilum,BMHP,Bosques Muy Húmedos Premontanos
Catasetum fernandezii,Sin datos,Sin datos
Catasetum hillsii,BMHP,Bosques Muy Húmedos Premontanos
Catasetum jarae,BMHP,Bosques Muy Húmedos Premontanos
Catasetum lanxiforme,BHA,Bosques Húmedos Amazónicos
Catasetum monzonensis,BMHP,Bosques Muy Húmedos Premontanos
Catasetum moorei,BHA,Bosques Húmedos Amazónicos
Catasetum multifissum,BHA,Bosques Húmedos Amazónicos
Catasetum nanayanum,BMHP,Bosques Muy Húmedos Premontanos
Catasetum nanayanum,BHA,Bosques Húmedos Amazónicos
Catasetum peruvianum,BHA,Bosques Húmedos Amazónicos
Catasetum pleidactylon,BHA,Bosques Húmedos Amazónicos
Catasetum purusense,BHA,Bosques Húmedos Amazónicos
Catasetum pusillum,BHA,Bosques Húmedos Amazónicos
Catasetum schunkei,BHA,Bosques Húmedos Amazónicos
Catasetum schweinfurthii,BMHP,Bosques Muy Húmedos Premontanos
Catasetum tenuiglossum,BHA,Bosques Húmedos Amazónicos
Catasetum transversicallosum,BMHP,Bosques Muy Húmedos Premontanos
Catasetum trautmannii,Sin datos,Sin datos
Cattleya mooreana,BMHP,Bosques Muy Húmedos Premontanos
Chaubardiella delcastilloi,BMHP,Bosques Muy Húmedos Premontanos
Chaubardiella serrulatum,BMHP,Bosques Muy Húmedos Premontanos
Chloraea densipapillosa,MA,Mesoandina
Chloraea multilineolata,MA,Mesoandina
Chloraea pavonii,DST,Desierto Semicálido Tropical
Chloraea pavonii,MDE,Matorral Desértico
Chloraea pavonii,MA,Mesoandina
Chloraea septentrionalis,MA,Mesoandina
Chloraea septentrionalis,MDE,Matorral Desértico
Chondrorhyncha aurantiaca,Sin datos,Sin datos
Chondroscaphe plicata,BMHM,Bosques Muy Húmedos Montanos
Cischweinfia parva,BMHP,Bosques Muy Húmedos Premontanos
Cleistes vargasii,BMHM,Bosques Muy Húmedos Montanos
Cochlioda densiflora,Sin datos,Sin datos
Cochlioda chasei,BMHM,Bosques Muy Húmedos Montanos
Cochlioda densiflora,BPM,Bosques Pluviales Montanos
Cochlioda densiflora,BPM,Bosques Pluviales Montanos
Coryanthes alborosea,BHA,Bosques Húmedos Amazónicos
Coryanthes bicalcarata,BMHP,Bosques Muy Húmedos Premontanos
Coryanthes macrocorys,BMHP,Bosques Muy Húmedos Premontanos
Coryanthes seegeri,BMHP,Bosques Muy Húmedos Premontanos
Coryanthes trifoliata,BHA,Bosques Húmedos Amazónicos
Coryanthes verrucolineata,BHA,Bosques Húmedos Amazónicos
Cranichis calva,MA,Mesoandina
Cranichis calva,BPM,Bosques Pluviales Montanos
Cranichis calva,BMHM,Bosques Muy Húmedos Montanos
Cranichis foliosa,BMHP,Bosques Muy Húmedos Premontanos
Stelis retusiloba,BPM,Bosques Pluviales Montanos
Stelis virgata,BS,Bosques Secos
Cyclopogon glabrescens,BMHP,Bosques Muy Húmedos Premontanos
Cycnoches bennettii,BS,Bosques Secos
Cycnoches christensonii,BMHP,Bosques Muy Húmedos Premontanos
Cycnoches cooperi,BHA,Bosques Húmedos Amazónicos
Cycnoches cooperi,BMHP,Bosques Muy Húmedos Premontanos
Cycnoches cooperi var. villenae,Sin datos,Sin datos
Cycnoches farnsworthianum,BHA,Bosques Húmedos Amazónicos
Cycnoches jarae,BMHP,Bosques Muy Húmedos Premontanos
Cycnoches quatuorcristis,BMHP,Bosques Muy Húmedos Premontanos
Cycnoches schmidtianum,Sin datos,Sin datos
Maxillaria stumpflei,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum cinereobrunneum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum confusum,MA,Mesoandina
Cyrtochilum cordatum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum cordatum,BMHP,Bosques Muy Húmedos Premontanos
Cyrtochilum davisii,BHA,Bosques Húmedos Amazónicos
Cyrtochilum hastatum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum incarum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum ligulatum,BPM,Bosques Pluviales Montanos
Cyrtochilum ligulatum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum mezae,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum minax,BPM,Bosques Pluviales Montanos
Cyrtochilum minax,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum miradorense,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum ornatum,BPM,Bosques Pluviales Montanos
Cyrtochilum patens,Sin datos,Sin datos
Cyrtochilum plurituberculatum,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum pusillum,BHA,Bosques Húmedos Amazónicos
Cyrtochilum schildhaueri,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum stegasaurum,BMHP,Bosques Muy Húmedos Premontanos
Cyrtochilum villenaorum,BMHP,Bosques Muy Húmedos Premontanos
Cyrtochilum volubile,BMHM,Bosques Muy Húmedos Montanos
Cyrtochilum volubile,BMHP,Bosques Muy Húmedos Premontanos
Dichaea alcantarae,BMHM,Bosques Muy Húmedos Montanos
Dichaea calyculata,BMHP,Bosques Muy Húmedos Premontanos
Dichaea delcastilloi,BMHM,Bosques Muy Húmedos Montanos
Dichaea humilis,BMHP,Bosques Muy Húmedos Premontanos
Dichaea hutchisonii,BMHM,Bosques Muy Húmedos Montanos
Dichaea longipedunculata,BMHP,Bosques Muy Húmedos Premontanos
Dichaea peruviensis,Sin datos,Sin datos
Dimerandra tarapotana,BMHP,Bosques Muy Húmedos Premontanos
Dracula barrowii,Sin datos,Sin datos
Dracula deniseana,BMHM,Bosques Muy Húmedos Montanos
Dracula janetiae,BMHM,Bosques Muy Húmedos Montanos
Dracula leonum,Sin datos,Sin datos
Dressleria bennettii,BMHP,Bosques Muy Húmedos Premontanos
Elleanthus caveroi,BMHP,Bosques Muy Húmedos Premontanos
Elleanthus hirsutis,BMHM,Bosques Muy Húmedos Montanos
Elleanthus koehleri,BMHP,Bosques Muy Húmedos Premontanos
Elleanthus koehleri,BMHM,Bosques Muy Húmedos Montanos
Elleanthus koehleri,BS,Bosques Secos
Elleanthus laxifoliatus,MA,Mesoandina
Elleanthus porphyrocephalus,BPM,Bosques Pluviales Montanos
Elleanthus wallnoeferi,BMHP,Bosques Muy Húmedos Premontanos
Elongatia sijmii,Sin datos,Sin datos
Eloyella bifida,BMHM,Bosques Muy Húmedos Montanos
Encyclia pilosa,BHA,Bosques Húmedos Amazónicos
Encyclia sclerocladia,Sin datos,Sin datos
Encyclia trautmannii,Sin datos,Sin datos
Epidendrum adenoglossum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum albifloroides,BMHM,Bosques Muy Húmedos Montanos
Epidendrum albifloroides,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum amaruense,BMHM,Bosques Muy Húmedos Montanos
Epidendrum ampliracemum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum apaganoides,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum appendiculatum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum ardens,MA,Mesoandina
Epidendrum ardens,BPM,Bosques Pluviales Montanos
Epidendrum ardens,BMHM,Bosques Muy Húmedos Montanos
Epidendrum azulensis,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum bambusiforme,MA,Mesoandina
Epidendrum bambusiforme,BMHM,Bosques Muy Húmedos Montanos
Epidendrum bambusiforme,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum bicirrhatum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum bicirrhatum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum bidens,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum brevicaule,MA,Mesoandina
Epidendrum burtonii,BMHM,Bosques Muy Húmedos Montanos
Epidendrum capitellatum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum caveroi,BMHM,Bosques Muy Húmedos Montanos
Epidendrum chanchamayodifforme,BMHM,Bosques Muy Húmedos Montanos
Epidendrum chanchamayodifforme,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum chrysomyristicum,BPM,Bosques Pluviales Montanos
Epidendrum compressibulbum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum crassum,BPM,Bosques Pluviales Montanos
Epidendrum croceum,MA,Mesoandina
Epidendrum delcastilloi,BHA,Bosques Húmedos Amazónicos
Epidendrum dialychilum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum dialychilum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum emarginatum,BPM,Bosques Pluviales Montanos
Epidendrum exaltatum,MA,Mesoandina
Epidendrum exaltatum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum excelsum,PSH,Puna Húmeda y Seca
Epidendrum excelsum,PAR,PAR
Epidendrum forcipatum,Sin datos,Sin datos
Epidendrum frechetteanum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum fruticulum,BPM,Bosques Pluviales Montanos
Epidendrum fruticulum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum fujimorianum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum gastrochilum,MA,Mesoandina
Epidendrum gastrochilum,BPM,Bosques Pluviales Montanos
Epidendrum gastrochilum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum glossoceras,Sin datos,Sin datos
Epidendrum gratiosum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum haematanthum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum haematanthum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum haenkeanum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum harmsianum,MA,Mesoandina
Epidendrum harmsianum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum hutchisonii,BMHM,Bosques Muy Húmedos Montanos
Epidendrum inamoenum,MA,Mesoandina
Epidendrum inamoenum,PSH,Puna Húmeda y Seca
Epidendrum inamoenum,BPM,Bosques Pluviales Montanos
Epidendrum jarae,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum kanehirae,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum laxicaule,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum leimebambense,BPM,Bosques Pluviales Montanos
Epidendrum leonii,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum liguliferum,MA,Mesoandina
Epidendrum llactapataensis,BMHM,Bosques Muy Húmedos Montanos
Epidendrum longirepens,BHA,Bosques Húmedos Amazónicos
Epidendrum macrocyphum,MA,Mesoandina
Epidendrum macrogastrium,MA,Mesoandina
Epidendrum melanoporphyreum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum micro-cattleya,BPM,Bosques Pluviales Montanos
Epidendrum micro-cattleya,BMHM,Bosques Muy Húmedos Montanos
Epidendrum microcattleyioides,BPM,Bosques Pluviales Montanos
Epidendrum minutidentatum,BPM,Bosques Pluviales Montanos
Epidendrum modestum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum monzonense,BPM,Bosques Pluviales Montanos
Epidendrum pachacutequianum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum panchrysum,Sin datos,Sin datos
Epidendrum panicoides,BMHM,Bosques Muy Húmedos Montanos
Epidendrum peruvianum,Sin datos,Sin datos
Epidendrum philippii,BPM,Bosques Pluviales Montanos
Epidendrum philippii,BMHM,Bosques Muy Húmedos Montanos
Epidendrum physopus,BPM,Bosques Pluviales Montanos
Epidendrum physopus,BMHM,Bosques Muy Húmedos Montanos
Epidendrum scutella,MA,Mesoandina
Epidendrum scutella,BPM,Bosques Pluviales Montanos
Epidendrum platyphylloserpens,BMHM,Bosques Muy Húmedos Montanos
Epidendrum cochabambanum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum pseudapaganum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum pseudapaganum,BPM,Bosques Pluviales Montanos
Epidendrum pseudoalbiflorum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum pseudoanceps,BMHM,Bosques Muy Húmedos Montanos
Epidendrum pseudoanceps,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum pubiflorum,BPM,Bosques Pluviales Montanos
Epidendrum pubiflorum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum quispei,BMHM,Bosques Muy Húmedos Montanos
Epidendrum rauhii,BMHM,Bosques Muy Húmedos Montanos
Epidendrum rondosianum,MA,Mesoandina
Epidendrum ruizlarreanum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum sagasteguii,BS,Bosques Secos
Epidendrum sanderi,Sin datos,Sin datos
Epidendrum sarcostalix,Sin datos,Sin datos
Epidendrum schizoclinandrium,BMHM,Bosques Muy Húmedos Montanos
Epidendrum schunkei,MDE,Matorral Desértico
Epidendrum schunkei,BS,Bosques Secos
Epidendrum semiteretifolium,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum septumspinae,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum siphonosepaloides,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum stenocalymmum,BPM,Bosques Pluviales Montanos
Epidendrum stenocalymmum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum strictiforme,BPM,Bosques Pluviales Montanos
Epidendrum strictiforme,BMHM,Bosques Muy Húmedos Montanos
Epidendrum subreniforme,BMHM,Bosques Muy Húmedos Montanos
Epidendrum tenuispathum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum tessmannii,BMHM,Bosques Muy Húmedos Montanos
Epidendrum tessmannii,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum tessmannii,BHA,Bosques Húmedos Amazónicos
Epidendrum teuscherianum,MA,Mesoandina
Epidendrum tingo-mariae,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum tricrure,Sin datos,Sin datos
Epidendrum triflorum,Sin datos,Sin datos
Epidendrum uncinatum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum unifoliatum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum unifoliatum,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum urubambae,BMHM,Bosques Muy Húmedos Montanos
Epidendrum utcuyacuense,BMHM,Bosques Muy Húmedos Montanos
Epidendrum vargasii,BMHP,Bosques Muy Húmedos Premontanos
Epidendrum vidal-senegei,Sin datos,Sin datos
Epidendrum viride,BMHM,Bosques Muy Húmedos Montanos
Epidendrum volubile,MA,Mesoandina
Epidendrum weberbauerianum,BPM,Bosques Pluviales Montanos
Epidendrum weberbauerianum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum woytkowskianum,BMHM,Bosques Muy Húmedos Montanos
Epidendrum ypsilum,BPM,Bosques Pluviales Montanos
Epistephium amabile,BMHM,Bosques Muy Húmedos Montanos
Epistephium amabile,BMHP,Bosques Muy Húmedos Premontanos
Erythrodes lobatocalcar,BMHM,Bosques Muy Húmedos Montanos
Erythrodes lobatocalcar,BMHP,Bosques Muy Húmedos Premontanos
Erythrodes peruviana,BMHP,Bosques Muy Húmedos Premontanos
Aspidogyne foliosa,BMHP,Bosques Muy Húmedos Premontanos
Eurystyles christensonii,BPM,Bosques Pluviales Montanos
Fernandezia nigro-signata,MA,Mesoandina
Galeandra biloba,BMHM,Bosques Muy Húmedos Montanos
Galeandra pilosocolumna,BMHP,Bosques Muy Húmedos Premontanos
Galeottia peruviana,BMHP,Bosques Muy Húmedos Premontanos
Gomphichis koehleri var. minor,PSH,Puna Húmeda y Seca
Gomphichis koehleri var. minor,BPM,Bosques Pluviales Montanos
Gongora erecta,BHA,Bosques Húmedos Amazónicos
Gongora sanderiana,BMHP,Bosques Muy Húmedos Premontanos
Govenia barbata,BHA,Bosques Húmedos Amazónicos
Habenaria parvicalcarata,PSH,Puna Húmeda y Seca
Habenaria rupestris,BMHP,Bosques Muy Húmedos Premontanos
Habenaria uncatiloba,MA,Mesoandina
Huntleya vargasii,BMHM,Bosques Muy Húmedos Montanos
Huntleya vargasii,BMHP,Bosques Muy Húmedos Premontanos
Huntleya vargasii,BHA,Bosques Húmedos Amazónicos
Ida ariasii,Sin datos,Sin datos
Ida diastasia,BMHP,Bosques Muy Húmedos Premontanos
Lycaste dyeriana,BMHM,Bosques Muy Húmedos Montanos
Lycaste dyeriana,BMHP,Bosques Muy Húmedos Premontanos
Ida hajekii,BMHP,Bosques Muy Húmedos Premontanos
Ida lacheliniae,BMHP,Bosques Muy Húmedos Premontanos
Ida maxibractea,BMHM,Bosques Muy Húmedos Montanos
Ida nana,Sin datos,Sin datos
Ida reichenbachii,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia aurorae,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia bengasahra,BHA,Bosques Húmedos Amazónicos
Kefersteinia benvenathar,BHA,Bosques Húmedos Amazónicos
Kefersteinia bertoldii,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia bertoldii,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia bismarckii,MA,Mesoandina
Kefersteinia candida,BMHM,Bosques Muy Húmedos Montanos
